week_index,theme,subject,body,product_line,channel,attachment_kb
19,bug,[bug] Export fails intermittently #1134,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Bravo,email,0
15,account,[account] Cannot add new seat #1135,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Alpha,chat,0
1,performance,[performance] Dashboard loads slowly #1136,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Alpha,email,450
18,account,[account] Cannot add new seat #1137,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Alpha,email,0
9,billing,[billing] Invoice total mismatch #1138,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Alpha,phone,450
19,how_to,[how_to] Reset SSO for contractor #1139,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Bravo,email,0
14,performance,[performance] Dashboard loads slowly #1140,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Alpha,email,0
22,bug,[bug] Export fails intermittently #1141,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Alpha,chat,0
8,billing,[billing] Invoice total mismatch #1142,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,chat,0
24,billing,[billing] Invoice total mismatch #1143,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Alpha,email,0
21,account,[account] Cannot add new seat #1144,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Alpha,phone,450
8,performance,[performance] Dashboard loads slowly #1145,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Bravo,email,0
12,performance,[performance] Dashboard loads slowly #1146,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Bravo,email,0
13,performance,[performance] Dashboard loads slowly #1147,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Bravo,chat,0
19,how_to,[how_to] Reset SSO for contractor #1148,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Alpha,email,0
17,how_to,[how_to] Reset SSO for contractor #1149,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Bravo,chat,0
22,how_to,[how_to] Reset SSO for contractor #1150,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Alpha,email,120
9,performance,[performance] Dashboard loads slowly #1151,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Bravo,email,0
13,billing,[billing] Invoice total mismatch #1152,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,chat,450
11,account,[account] Cannot add new seat #1153,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Bravo,email,0
23,performance,[performance] Dashboard loads slowly #1154,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Alpha,chat,0
7,bug,[bug] Export fails intermittently #1155,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Alpha,phone,0
15,how_to,[how_to] Reset SSO for contractor #1156,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Alpha,email,450
3,billing,[billing] Invoice total mismatch #1157,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,chat,900
22,account,[account] Cannot add new seat #1158,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Charlie,phone,450
9,account,[account] Cannot add new seat #1159,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Bravo,chat,0
8,account,[account] Cannot add new seat #1160,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Charlie,email,0
15,bug,[bug] Export fails intermittently #1161,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Charlie,email,900
12,billing,[billing] Invoice total mismatch #1162,The amount charged does not match our purchase order for last cycle. Priority high.,Bravo,email,0
22,billing,[billing] Invoice total mismatch #1163,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,chat,0
13,billing,[billing] Invoice total mismatch #1164,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Bravo,email,0
13,billing,[billing] Invoice total mismatch #1165,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Charlie,chat,120
2,billing,[billing] Invoice total mismatch #1166,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Bravo,phone,0
0,account,[account] Cannot add new seat #1167,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Alpha,email,0
10,billing,[billing] Invoice total mismatch #1168,The amount charged does not match our purchase order for last cycle. Priority high.,Bravo,chat,0
25,billing,[billing] Invoice total mismatch #1169,The amount charged does not match our purchase order for last cycle. Priority high.,Alpha,chat,900
23,performance,[performance] Dashboard loads slowly #1170,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Alpha,email,0
16,how_to,[how_to] Reset SSO for contractor #1171,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Bravo,email,0
16,performance,[performance] Dashboard loads slowly #1172,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Bravo,email,0
10,performance,[performance] Dashboard loads slowly #1173,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Alpha,phone,0
4,account,[account] Cannot add new seat #1174,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Alpha,email,0
0,how_to,[how_to] Reset SSO for contractor #1175,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Charlie,email,0
8,how_to,[how_to] Reset SSO for contractor #1176,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Alpha,chat,450
8,performance,[performance] Dashboard loads slowly #1177,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Bravo,email,120
4,how_to,[how_to] Reset SSO for contractor #1178,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Charlie,email,0
6,bug,[bug] Export fails intermittently #1179,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Bravo,chat,0
0,how_to,[how_to] Reset SSO for contractor #1180,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Bravo,phone,0
15,billing,[billing] Invoice total mismatch #1181,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Bravo,email,450
24,performance,[performance] Dashboard loads slowly #1182,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Bravo,email,0
17,bug,[bug] Export fails intermittently #1183,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Charlie,chat,0
11,billing,[billing] Invoice total mismatch #1184,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Alpha,phone,120
10,bug,[bug] Export fails intermittently #1185,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Bravo,chat,450
7,performance,[performance] Dashboard loads slowly #1186,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Charlie,chat,0
3,bug,[bug] Export fails intermittently #1187,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Bravo,phone,0
15,performance,[performance] Dashboard loads slowly #1188,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Alpha,email,450
